0.0 , 0.0
0.03 , 0.05
0.06 , 0.1
0.09 , 0.15
0.11 , 0.2
0.14 , 0.25
0.18 , 0.3
0.22 , 0.35
0.25 , 0.4
0.28 , 0.45
0.31 , 0.5
0.34 , 0.55
0.37 , 0.6
0.4 , 0.65
0.44 , 0.7
0.47 , 0.75
0.5 , 0.8
0.53 , 0.85
0.56 , 0.9
0.6 , 0.95
0.63 , 1.0
0.65 , 1.05
0.68 , 1.1
0.72 , 1.15
0.75 , 1.2
0.78 , 1.25
0.81 , 1.3
0.84 , 1.35
0.87 , 1.4
0.9 , 1.45
0.92 , 1.5
0.9599999 , 1.55
0.99 , 1.6
1.01 , 1.65
1.04 , 1.7
1.07 , 1.75
1.11 , 1.8
1.14 , 1.85
1.17 , 1.9
1.2 , 1.95
1.23 , 2.0
1.27 , 2.05
1.3 , 2.1
1.34 , 2.15
1.38 , 2.2
1.4 , 2.25
1.43 , 2.3
1.47 , 2.35
1.5 , 2.4
1.53 , 2.45
1.56 , 2.5
1.59 , 2.55
1.62 , 2.6
1.65 , 2.65
1.68 , 2.7
1.71 , 2.75
1.74 , 2.8
1.78 , 2.85
1.8 , 2.9
1.83 , 2.95
1.86 , 3.0
1.9 , 3.05
1.92 , 3.1
1.95 , 3.15
1.98 , 3.2
2.02 , 3.25
2.05 , 3.3
2.09 , 3.35
2.11 , 3.4
2.15 , 3.45
2.18 , 3.5
2.21 , 3.55
2.24 , 3.6
2.26 , 3.65
2.3 , 3.7
2.33 , 3.75
2.36 , 3.8
2.39 , 3.85
2.43 , 3.9
2.46 , 3.95
2.49 , 4.0
2.52 , 4.05
2.55 , 4.1
2.59 , 4.15
2.62 , 4.2
2.65 , 4.25
2.68 , 4.3
2.7 , 4.35
2.72 , 4.4
2.75 , 4.45
2.78 , 4.5
2.82 , 4.55
2.85 , 4.6
2.89 , 4.65
2.91 , 4.7
2.94 , 4.75
2.96 , 4.8
3.0 , 4.85
3.03 , 4.9
3.06 , 4.95
3.09 , 5.0
3.12 , 5.05
3.15 , 5.1
3.19 , 5.15
3.23 , 5.2
3.26 , 5.25
3.29 , 5.3
3.32 , 5.35
3.35 , 5.4
3.38 , 5.45
3.41 , 5.5
3.45 , 5.55
3.48 , 5.6
3.52 , 5.65
3.56 , 5.7
3.58 , 5.75
3.61 , 5.8
3.64 , 5.85
3.68 , 5.9
3.71 , 5.95
3.75 , 6.0
3.78 , 6.05
3.82 , 6.1
3.85 , 6.15
3.89 , 6.2
3.92 , 6.25
3.95 , 6.3
3.98 , 6.35
4.01 , 6.4
4.04 , 6.45
4.08 , 6.5
4.11 , 6.55
4.14 , 6.6
4.18 , 6.65
4.2 , 6.7
4.24 , 6.75
4.27 , 6.8
4.3 , 6.85
4.33 , 6.9
4.37 , 6.95
4.4 , 7.0
4.43 , 7.05
4.46 , 7.1
4.49 , 7.15
4.52 , 7.2
4.56 , 7.25
4.59 , 7.3
4.63 , 7.35
4.67 , 7.4
4.69 , 7.45
4.72 , 7.5
4.76 , 7.55
4.78 , 7.6
4.81 , 7.65
4.84 , 7.7
4.88 , 7.75
4.9 , 7.8
4.93 , 7.85
4.96 , 7.9
4.99 , 7.95
5.02 , 8.0
5.05 , 8.05
5.07 , 8.1
5.11 , 8.150001
5.15 , 8.2
5.18 , 8.25
5.21 , 8.3
5.24 , 8.35
5.28 , 8.400001
5.31 , 8.45
5.34 , 8.5
5.37 , 8.55
5.4 , 8.6
5.43 , 8.650001
5.47 , 8.7
5.51 , 8.75
5.54 , 8.8
5.57 , 8.85
5.6 , 8.900001
5.63 , 8.95
5.67 , 9.0
5.71 , 9.05
5.74 , 9.1
5.77 , 9.150001
5.8 , 9.2
5.83 , 9.25
5.87 , 9.3
5.9 , 9.35
5.93 , 9.400001
5.96 , 9.45
5.99 , 9.5
6.02 , 9.55
6.04 , 9.6
6.07 , 9.650001
6.11 , 9.7
6.14 , 9.75
6.18 , 9.8
6.2 , 9.85
6.24 , 9.900001
6.28 , 9.95
6.31 , 10.0
6.34 , 10.05
6.38 , 10.1
6.41 , 10.15
6.45 , 10.2
6.49 , 10.25
6.52 , 10.3
6.55 , 10.35
6.59 , 10.4
6.62 , 10.45
6.66 , 10.5
6.69 , 10.55
6.72 , 10.6
6.75 , 10.65
6.79 , 10.7
6.82 , 10.75
6.85 , 10.8
6.89 , 10.85
6.92 , 10.9
6.95 , 10.95
6.98 , 11.0
7.01 , 11.05
7.04 , 11.1
7.07 , 11.15
7.11 , 11.2
7.14 , 11.25
7.18 , 11.3
7.21 , 11.35
7.24 , 11.4
7.29 , 11.45
7.32 , 11.5
7.35 , 11.55
7.38 , 11.6
7.42 , 11.65
7.45 , 11.7
7.49 , 11.75
7.53 , 11.8
7.57 , 11.85
7.6 , 11.9
7.63 , 11.95
7.67 , 12.0
7.7 , 12.05
7.72 , 12.1
7.75 , 12.15
7.78 , 12.2
7.81 , 12.25
7.84 , 12.3
7.87 , 12.35
7.9 , 12.4
7.93 , 12.45
7.96 , 12.5
7.99 , 12.55
8.03 , 12.6
8.06 , 12.65
8.09 , 12.7
8.13 , 12.75
8.16 , 12.8
8.2 , 12.85
