-0.005371094 0.0
-0.005859375 0.05
-0.004638672 0.1
-0.005371094 0.15
-0.004638672 0.2
-0.008789063 0.25
-0.002685547 0.3
-0.001464844 0.35
-0.005126953 0.4
-0.007324219 0.45
-0.006347656 0.5
-0.008056641 0.55
0.004394531 0.6
-0.004882813 0.65
-0.008789063 0.7
-0.006347656 0.75
-0.002929688 0.8
0.005615234 0.85
-0.01245117 0.9
-0.008544922 0.95
-0.0007324219 1.0
0.0009765625 1.05
-0.007080078 1.1
0.001708984 1.15
-0.009521484 1.2
-0.001953125 1.25
-0.004638672 1.3
-0.007324219 1.35
-0.003173828 1.4
-0.003662109 1.45
-0.0002441406 1.5
-0.003662109 1.55
-0.007324219 1.6
-0.002197266 1.65
-0.004150391 1.7
-0.004882813 1.75
-0.008056641 1.8
-0.005859375 1.85
-0.003173828 1.9
-0.0078125 1.95
0.0009765625 2.0
-0.004638672 2.05
0.002441406 2.1
-0.005859375 2.15
-0.009033203 2.2
-0.01049805 2.25
-0.01220703 2.3
-0.01171875 2.35
-0.003662109 2.4
-0.01147461 2.45
-0.008300781 2.5
-0.002929688 2.55
0.0009765625 2.6
-0.009033203 2.65
-0.001464844 2.7
-0.02978516 2.75
0.001953125 2.8
-0.00390625 2.85
-0.006347656 2.9
0.0009765625 2.95
-0.01245117 3.0
0.004150391 3.05
-0.01489258 3.1
0.003662109 3.15
-0.006347656 3.2
-0.006835938 3.25
-0.005615234 3.3
-0.0007324219 3.35
-0.001708984 3.4
-0.001708984 3.45
-0.007324219 3.5
-0.001220703 3.55
0.002685547 3.6
-0.0078125 3.65
0.0007324219 3.7
-0.003173828 3.75
0.0078125 3.8
-0.007568359 3.85
0.002197266 3.9
-0.009033203 3.95
-0.001464844 4.0
-0.005859375 4.05
-0.005371094 4.1
-0.009033203 4.15
-0.002929688 4.2
-0.008056641 4.25
-0.001708984 4.3
-0.009033203 4.35
-0.001464844 4.4
-0.008056641 4.45
-0.01220703 4.5
-0.008544922 4.55
-0.009033203 4.6
-0.004882813 4.65
-0.003662109 4.7
-0.008789063 4.75
-0.006347656 4.8
-0.006835938 4.85
-0.007568359 4.9
-0.003662109 4.95
-0.005615234 5.0
-0.009521484 5.05
-0.005859375 5.1
0.0009765625 5.15
-0.005126953 5.2
-0.0007324219 5.25
-0.007080078 5.3
-0.005859375 5.35
-0.004882813 5.4
-0.005615234 5.45
-0.01171875 5.5
-0.01098633 5.55
-0.008300781 5.6
-0.005371094 5.65
-0.005126953 5.7
0.0007324219 5.75
-0.008789063 5.8
-0.008300781 5.85
-0.004394531 5.9
-0.005615234 5.95
-0.006347656 6.0
-0.007568359 6.05
-0.004882813 6.1
-0.0007324219 6.15
-0.009521484 6.2
-0.006591797 6.25
-0.002197266 6.3
-0.003662109 6.35
-0.002441406 6.4
-0.01196289 6.45
-0.007324219 6.5
0.0002441406 6.55
-0.006591797 6.6
-0.008300781 6.65
-0.002441406 6.7
-0.01391602 6.75
-0.005371094 6.8
-0.004150391 6.85
-0.001220703 6.9
-0.004882813 6.95
-0.005371094 7.0
-0.007568359 7.05
-0.006591797 7.1
-0.006347656 7.15
-0.00390625 7.2
-0.004882813 7.25
-0.008300781 7.3
-0.004638672 7.35
-0.006347656 7.4
-0.001464844 7.45
-0.01391602 7.5
0.0009765625 7.55
-0.01538086 7.6
-0.07958984 7.65
-0.04174805 7.7
-0.4067383 7.75
-0.2631836 7.8
-0.2524414 7.85
0.1120605 7.9
0.2773438 7.95
0.4255371 8.0
0.2231445 8.05
0.06201172 8.1
-0.0559082 8.150001
0.01513672 8.2
-0.04907227 8.25
-0.002929688 8.3
-0.003417969 8.35
0.0007324219 8.400001
-0.01953125 8.45
-0.008300781 8.5
-0.002441406 8.55
